species,email,seenNotSeen
Tringa erythropus,edulantycj@goodreads.com,TRUE
Tringa nebularia,egentyck@google.de,TRUE
Tringa melanoleuca,bullyottcl@themeforest.net,TRUE
Tringa totanus,ndobelcm@cbc.ca,TRUE
Tringa glareola,cfippecn@bbb.org,FALSE
Tringa stagnatilis,hfidoeco@google.de,TRUE
Trogon rufus,hdevonscp@symantec.com,TRUE
Trogon elegans,hpaulercq@xrea.com,TRUE
Trogon collaris,bgagiecr@blog.com,TRUE
Turdus viscivorus,tdelioncs@comsenz.com,FALSE
Turdus rufopalliatus,dandrivotct@cloudflare.com,FALSE
Turdus rufitorques,yloinescu@oakley.com,TRUE
Turdus migratorius,rmanachcv@domainmarket.com,TRUE
Turdus swalesi,talpescw@mozilla.com,TRUE
Turdus aurantius,ralywincx@ustream.tv,TRUE
Turdus ravidus,gdarwentcy@xrea.com,FALSE
Turdus plumbeus,jsturzakercz@mapy.cz,FALSE
Turdus lherminieri,mmayned0@newsvine.com,TRUE
Tyrannulus elatus,hoscolleed1@google.ru,TRUE
Tyto alba,tcrowed2@noaa.gov,FALSE
Tyto glaucops,asprulld3@geocities.jp,TRUE
Upupa epops,echattawayd4@army.mil,TRUE
Uria aalge,jkuzemkad5@dell.com,TRUE
Uria lomvia,athundermand6@hostgator.com,TRUE
Uropsila leucogastra,ldunsleved7@bloglovin.com,TRUE
Vanellus vanellus,gcockertond8@illinois.edu,FALSE
Vanellus chilensis,abenfieldd9@amazonaws.com,TRUE
Vidua macroura,lflooksda@globo.com,FALSE
Xema sabini,gphillcockdb@time.com,FALSE
Xenornis setifrons,gdowtydc@paypal.com,TRUE
Zeledonia coronata,oholtawaydd@sogou.com,TRUE
Zenaida asiatica,drikelde@theguardian.com,FALSE
Zenaida aurita,szecchiidf@samsung.com,FALSE
Zenaida auriculata,timosdg@hc360.com,TRUE
Zenaida macroura,kcaurahdh@miibeian.gov.cn,FALSE
Zenaida graysoni,aelleraydi@youtu.be,FALSE
Zentrygon costaricensis,cgheraldidj@sbwire.com,TRUE
Zentrygon lawrencii,gmirandodk@vk.com,FALSE
Zentrygon albifacies,tnicholasdl@guardian.co.uk,FALSE
Zentrygon chiriquensis,eneumanndm@shop-pro.jp,TRUE
Zentrygon goldmani,bmccamishdn@csmonitor.com,TRUE
Zimmerius vilissimus,dcallumdo@topsy.com,TRUE
Zimmerius parvus,mphizackarleydp@over-blog.com,TRUE
Zonotrichia capensis,ivitalldq@ca.gov,TRUE
Zonotrichia leucophrys,jmcgaugheydr@symantec.com,TRUE
Zonotrichia atricapilla,jprobertds@examiner.com,TRUE
Zonotrichia querula,schoatdt@youku.com,TRUE
Zonotrichia albicollis,kfurlongedu@lycos.com,FALSE
Zoothera aurea,ajovovicdv@behance.net,TRUE
