email,species,dateTime,longitude,latitude,stateName
jshorland12@google.com.hk,Stercorarius parasiticus,2021-04-09 14:01:04,-82.7248,27.8918,Florida
wcarpmilec6@meetup.com,Fregata minor,2021-09-19 22:43:09,-95.4342,29.834,Texas
jstailey6e@netvibes.com,Numida meleagris,2021-04-04 07:21:05,-104.4083,39.7388,Colorado
abartolomeazzik@squidoo.com,Sayornis saya,2021-11-05 17:38:56,-96.9177,32.69,Texas
iblanch3r@xrea.com,Setophaga graciae,2021-04-11 20:53:54,-93.1981,44.968,Minnesota
djakobssonau@opera.com,Spinus tristis,2021-05-22 11:20:18,-77.0146,38.8933,District of Columbia
mkidwell3q@ted.com,Atlapetes luteoviridis,2021-10-04 20:10:26,-88.0346,43.1154,Wisconsin
lkrysztowczyk92@people.com.cn,Siphonorhis brewsteri,2021-07-24 22:42:52,-116.846,33.0169,California
fwheldonbu@bloglines.com,Bucephala islandica,2021-08-04 09:06:52,-88.0604,43.0746,Wisconsin
nblasgen5l@parallels.com,Euphonia laniirostris,2021-11-25 17:31:38,-72.7188,41.7918,Connecticut
nmcareavey7f@fema.gov,Tringa erythropus,2021-06-15 12:35:54,-106.3,31.6948,Texas
bludye8@livejournal.com,Ortalis poliocephala,2022-03-21 13:23:36,-82.9441,42.4098,Michigan
ppifford2x@stumbleupon.com,Ornithion brunneicapillus,2022-02-28 11:44:15,-96.7776,32.7673,Texas
kdavidowsky7r@merriam-webster.com,Aimophila notosticta,2021-08-22 04:24:28,-73.9666,40.6924,New York
ssavidge5y@geocities.com,Siphonorhis brewsteri,2022-02-15 12:41:11,-81.0095,29.2219,Florida
gcutcheew@noaa.gov,Plegadis falcinellus,2022-02-17 07:36:39,-71.4594,42.4464,Massachusetts
hlabro72@ed.gov,Polioptila caerulea,2021-09-04 00:40:43,-72.7188,41.7918,Connecticut
bveazeyca@ebay.com,Melopyrrha portoricensis,2021-09-22 20:41:23,-93.2553,44.8756,Minnesota
lgeorger4t@pbs.org,Stercorarius longicaudus,2021-12-17 23:19:30,-81.8071,26.2626,Florida
jcapnoran@pagesperso-orange.fr,Catharus guttatus,2022-03-24 01:12:41,-80.0248,40.4344,Pennsylvania
dganing88@aboutads.info,Gavia adamsi,2021-06-26 21:32:29,-93.5722,41.6727,Iowa
